18960300,,,,,,,
Geldwesen,Monetary System,Y,https://d-nb.info/gnd/4019889-3,,,,
Gelegenheitsschrift,Occasional Writing,Y,https://d-nb.info/gnd/4156438-8,,fabio:Expression,fabio:PrintObject,fabio:AnalogItem
Gelegenheitsschrift: Einladung,Invitation,Y,https://d-nb.info/gnd/4156438-8+https://d-nb.info/gnd/4460492-0,,fabio:Expression,fabio:PrintObject,fabio:AnalogItem
Gelegenheitsschrift: Einweihung,Inauguration,Y,https://d-nb.info/gnd/4156438-8+https://d-nb.info/gnd/4338947-8,,fabio:Expression,fabio:PrintObject,fabio:AnalogItem
Gelegenheitsschrift: Geburtstag,Birthday,Y,https://d-nb.info/gnd/4156438-8+https://d-nb.info/gnd/4019608-2,,fabio:Expression,fabio:PrintObject,fabio:AnalogItem
Gelegenheitsschrift: Gedenken,Commemoration,Y,https://d-nb.info/gnd/4156438-8+https://d-nb.info/gnd/4369798-7,,fabio:Expression,fabio:PrintObject,fabio:AnalogItem
Gelegenheitsschrift: Promotion,Doctorate,Y,https://d-nb.info/gnd/4156438-8+https://d-nb.info/gnd/4175921-7,,fabio:Expression,fabio:PrintObject,fabio:AnalogItem
Gelegenheitsschrift: Tod,Death,Y,https://d-nb.info/gnd/4156438-8+https://d-nb.info/gnd/4060294-1,,fabio:Expression,fabio:PrintObject,fabio:AnalogItem
Gelegenheitsschrift:Abschied,Farewell,Y,https://d-nb.info/gnd/4156438-8+https://d-nb.info/gnd/4215139-9,,fabio:Expression,fabio:PrintObject,fabio:AnalogItem
Gelegenheitsschrift:Amtsantritt,Accession to Office,Y,https://d-nb.info/gnd/4156438-8+https://d-nb.info/gnd/4323767-8,,fabio:Expression,fabio:PrintObject,fabio:AnalogItem
Gelegenheitsschrift:Begrüßung,Official Welcome,Y,https://d-nb.info/gnd/4156438-8+https://d-nb.info/gnd/4284568-3,,fabio:Expression,fabio:PrintObject,fabio:AnalogItem
Gelegenheitsschrift:Einladung,Invitation,Y,https://d-nb.info/gnd/4156438-8+https://d-nb.info/gnd/4460492-0,,fabio:Expression,fabio:PrintObject,fabio:AnalogItem
Gelegenheitsschrift:Einweihung,Inauguration,Y,https://d-nb.info/gnd/4156438-8+https://d-nb.info/gnd/4338947-8,,fabio:Expression,fabio:PrintObject,fabio:AnalogItem
Gelegenheitsschrift:Fest,Celebration,Y,https://d-nb.info/gnd/4156438-8+https://d-nb.info/gnd/4121260-5,,fabio:Expression,fabio:PrintObject,fabio:AnalogItem
Gelegenheitsschrift:Friedensschluß,Peace Treaty,Y,https://d-nb.info/gnd/4156438-8,,fabio:Expression,fabio:PrintObject,fabio:AnalogItem
Gelegenheitsschrift:Geburt,Birth,Y,https://d-nb.info/gnd/4156438-8+https://d-nb.info/gnd/4019589-2,,fabio:Expression,fabio:PrintObject,fabio:AnalogItem
Gelegenheitsschrift:Geburtstag,Birthday,Y,https://d-nb.info/gnd/4156438-8+https://d-nb.info/gnd/4019608-2,,fabio:Expression,fabio:PrintObject,fabio:AnalogItem
Gelegenheitsschrift:Gedenken,Commemoration,Y,https://d-nb.info/gnd/4156438-8+https://d-nb.info/gnd/4369798-7,,fabio:Expression,fabio:PrintObject,fabio:AnalogItem
Gelegenheitsschrift:Hochzeit,Wedding,Y,https://d-nb.info/gnd/4156438-8+https://d-nb.info/gnd/4025292-9,,fabio:Expression,fabio:PrintObject,fabio:AnalogItem
Gelegenheitsschrift:Jubiläum,Jubilee,Y,https://d-nb.info/gnd/4156438-8+https://d-nb.info/gnd/4129003-3,,fabio:Expression,fabio:PrintObject,fabio:AnalogItem
Gelegenheitsschrift:Konversion,Conversion,Y,https://d-nb.info/gnd/4156438-8,,fabio:Expression,fabio:PrintObject,fabio:AnalogItem
Gelegenheitsschrift:Krönung,Coronation,Y,https://d-nb.info/gnd/4156438-8+https://d-nb.info/gnd/4165795-0,,fabio:Expression,fabio:PrintObject,fabio:AnalogItem
Gelegenheitsschrift:Namenstag,Name Day,Y,https://d-nb.info/gnd/4156438-8+https://d-nb.info/gnd/4171140-3,,fabio:Expression,fabio:PrintObject,fabio:AnalogItem
Gelegenheitsschrift:Neujahr,New Year,Y,https://d-nb.info/gnd/4156438-8+https://d-nb.info/gnd/4358755-0,,fabio:Expression,fabio:PrintObject,fabio:AnalogItem
Gelegenheitsschrift:Promotion,Doctorate,Y,https://d-nb.info/gnd/4156438-8+https://d-nb.info/gnd/4175921-7,,fabio:Expression,fabio:PrintObject,fabio:AnalogItem
Gelegenheitsschrift:Sieg,Victory,Y,https://d-nb.info/gnd/4156438-8+https://d-nb.info/gnd/4291373-1,,fabio:Expression,fabio:PrintObject,fabio:AnalogItem
Gelegenheitsschrift:Taufe,Baptism,Y,https://d-nb.info/gnd/4156438-8+https://d-nb.info/gnd/4059150-5,,fabio:Expression,fabio:PrintObject,fabio:AnalogItem
Gelegenheitsschrift:Tod,Death,Y,https://d-nb.info/gnd/4156438-8+https://d-nb.info/gnd/4060294-1,,fabio:Expression,fabio:PrintObject,fabio:AnalogItem
Gelegenheitsschrift:Visitation,Visitation,Y,https://d-nb.info/gnd/4156438-8+https://d-nb.info/gnd/4132571-0,,fabio:Expression,fabio:PrintObject,fabio:AnalogItem
Gelegenheitsschrift.Fest,Celebration,Y,https://d-nb.info/gnd/4156438-8,,fabio:Expression,fabio:PrintObject,fabio:AnalogItem
Gemälde,Painting,,https://d-nb.info/gnd/4122164-3,fabio:StillImage,,fabio:AnalogManifestation,fabio:AnalogItem
Genealogie,Genealogy,Y,https://d-nb.info/gnd/4020097-8,,,,
Genealogische Tafel,Genealogical Board,,https://d-nb.info/gnd/4156582-4,fabio:ReferenceWork,,fabio:PrintObject,fabio:AnalogItem
Geognostische Karte,Genealogical Map,,,fabio:ReferenceWork,,fabio:PrintObject,fabio:AnalogItem
Geographie,Geography,Y,https://d-nb.info/gnd/4020216-1,,,,
Geologie,Geology,Y,https://d-nb.info/gnd/4020227-6,,,,
Geometrie,Geometry,Y,https://d-nb.info/gnd/4020236-7,,,,
Gesangbuch,Hymnal,,https://d-nb.info/gnd/4137651-1,,fabio:ReferenceBook,fabio:PrintObject,fabio:AnalogItem
Geschäftskarte,Business Card,Y+NF,https://d-nb.info/gnd/4393831-0,,,,
Geschirr,Crockery,Y,https://d-nb.info/gnd/4020216-1,,,,
Gesellschaftsschrift,Proceedings of Scientific Societies,Y+NF,https://d-nb.info/gnd/4497087-0,,,,
Gesetz,Law,,https://d-nb.info/gnd/4020660-9,fabio:ReferenceWork,,fabio:PrintObject,fabio:AnalogItem
Gesetzessammlung,Statute Book,,,"fabio:ReferenceWork +
fabio:WorkCollection",,fabio:PrintObject,fabio:AnalogItem
Glas,Cup,Y,https://d-nb.info/gnd/4021142-3,,,,
Glaswaren,Glassware,Y,https://d-nb.info/gnd/4021142-3,,,,
Grafik,Graphics,Y,https://d-nb.info/gnd/4021845-4,fabio:StillImage,,fabio:PrintObject,fabio:AnalogItem
grafik,Graphics,Y,https://d-nb.info/gnd/4021845-4,fabio:StillImage,,fabio:PrintObject,fabio:AnalogItem
Grammatik,Grammar,Y,https://d-nb.info/gnd/4021806-5,,,,
Graphik,Graphics,Y,https://d-nb.info/gnd/4021142-3,fabio:StillImage,,fabio:PrintObject,fabio:AnalogItem
Grenzen,Borders,Y,,,,,
Grubenfeld,Mining Claim,Y,https://d-nb.info/gnd/7518666-4,,,,
Grubenriss,Mining Shaft Layout,,,fabio:StillImage,,fabio:PrintObject,fabio:AnalogItem
Grundriss,Layout,,https://d-nb.info/gnd/4022346-2,fabio:StillImage,,fabio:PrintObject,fabio:AnalogItem
Grußkarte,Greetings Card,,https://d-nb.info/gnd/4197426-8,fabio:StillImage,,fabio:PrintObject,fabio:AnalogItem
Gutachten,Assessment,,https://d-nb.info/gnd/4022596-3,fabio:Report,,fabio:PrintObject,fabio:AnalogItem
Gynäkologie,Gynecology,Y,https://d-nb.info/gnd/4018225-3,,,,
Habilitationsschrift,Professorial Dissertation,Y,https://d-nb.info/gnd/4158654-2,,fabio:DoctoralThesis,fabio:PrintObject,fabio:AnalogItem
Handbuch,Handbook,Y,https://d-nb.info/gnd/4158977-4,,fabio:ReferenceBook,fabio:PrintObject,fabio:AnalogItem
Handschrift,Manuscript,,https://d-nb.info/gnd/4023287-6,,fabio:Manuscript,fabio:AnalogManifestation,fabio:AnalogItem
Hausväterliteratur,Household Management,Y,https://d-nb.info/gnd/4254481-6,,,,
Heft,Notebook (Issue),,https://d-nb.info/gnd/4704591-7,,fabio:Notebook,fabio:AnalogManifestation,fabio:AnalogItem
Heiligenvita,Hagiography,Y,https://d-nb.info/gnd/4127195-6,fabio:Biography,,fabio:PrintObject,fabio:AnalogItem
Heraldik,Heraldry,Y,https://d-nb.info/gnd/4072428-1,,,,
Herzogtum,Duchy,Y,https://d-nb.info/gnd/4159687-0,,,,
hist.,History,Y,https://d-nb.info/gnd/4020517-4,,,,
Hochschulschrift,Thesis,,https://d-nb.info/gnd/4113937-9,fabio:ScholarlyWork,,fabio:PrintObject,fabio:AnalogItem
Hochschulschrift / Dissertation / Matrikel / Vorlesung / Vorlesungsverzeichnis / Dissertationensammlung,Thesis,,https://d-nb.info/gnd/4113937-9+https://d-nb.info/gnd/4012494-0+https://d-nb.info/gnd/4131979-5+https://d-nb.info/gnd/4117405-7+https://d-nb.info/gnd/4188684-7,fabio:ScholarlyWork,fabio:Thesis,fabio:PrintObject,fabio:AnalogItem
HochschulschriftGelegenheitsschrift: Einladung,Thesis,,https://d-nb.info/gnd/4460492-0,fabio:ScholarlyWork,,fabio:PrintObject,fabio:AnalogItem
Höhenlinie,Contour (Road Work),Y,https://d-nb.info/gnd/4160355-2,,,,
Höhenschichtenkarte,Heightlayermap,Y,,,,,
Holzschnitt,Woodcarving,Y,https://d-nb.info/gnd/4025736-8,,,,
"humor, satire",Humor,Y,https://d-nb.info/gnd/4026170-0+https://d-nb.info/gnd/4051752-4,,,,
Illustration,Illustration,,https://d-nb.info/gnd/4123412-1,fabio:StillImage,,fabio:PrintObject,fabio:AnalogItem
illustration,Illustration,,https://d-nb.info/gnd/4123412-1,fabio:StillImage,,fabio:PrintObject,fabio:AnalogItem
IMAGE,Image,,https://d-nb.info/gnd/4026574-2,fabio:Image,,fabio:PrintObject,fabio:AnalogItem
Index,Index,,https://d-nb.info/gnd/4161483-5,,fabio:Index,fabio:PrintObject,fabio:AnalogItem
index,Index,,https://d-nb.info/gnd/4161483-5,,fabio:Index,fabio:PrintObject,fabio:AnalogItem
Inhaltsverzeichnis,Table of Contents,,https://d-nb.info/gnd/4616899-0,,fabio:TableOfContents,fabio:PrintObject,fabio:AnalogItem
Inkunabel,Incunabulum,,https://d-nb.info/gnd/4027041-5,,fabio:Book,fabio:PrintObject,fabio:AnalogItem
Inselkarte,Island Map,Y,https://d-nb.info/gnd/4128227-9+https://d-nb.info/gnd/4029783-4,fabio:StillImage,,fabio:PrintObject,fabio:AnalogItem
Inserat,Advertisement (Insert),,,,fabio:Addendum,fabio:PrintObject,fabio:AnalogItem
Inventar,Inventory,,https://d-nb.info/gnd/4027540-1,fabio:Catalog,,fabio:PrintObject,fabio:AnalogItem
issue,Issue,,,,fabio:PeriodicalIssue,fabio:PrintObject,fabio:AnalogItem
Itinerar,Itinerary,,https://d-nb.info/gnd/4162627-8,fabio:ReferenceWork,,fabio:PrintObject,fabio:AnalogItem
Jagdliteratur,Hunting Literature,,https://d-nb.info/gnd/4236086-9,,fabio:Book,fabio:PrintObject,fabio:AnalogItem
Jahrgang,Year,,https://d-nb.info/gnd/4200408-1,,fabio:PeriodicalIssue,fabio:PrintObject,fabio:AnalogItem
Jesuitendrama,Jesuit Drama,Y,https://d-nb.info/gnd/4162744-1,,,,
journal,Journal,,,,fabio:Journal,fabio:PrintObject,fabio:AnalogItem
Judaicum,Jewish Literature,Y,https://d-nb.info/gnd/4332690-0,,,,
Jugendbuch,Young Adult Book,Y,https://d-nb.info/gnd/4306252-0,,fabio:Book,fabio:PrintObject,fabio:AnalogItem
Jugendsachbuch,Young Adult Non-Fiction Book,Y,https://d-nb.info/gnd/4028933-3,,fabio:Book,fabio:PrintObject,fabio:AnalogItem
jur.,Law,Y,,,,,
Kalender,Calendar,,https://d-nb.info/gnd/4029290-3,fabio:ReferenceWork,,fabio:PrintObject,fabio:AnalogItem
Kalenderblatt,Calendar Page,,,fabio:ReferenceWork,,fabio:Page,fabio:AnalogItem
Kanal,Channel,Y,https://d-nb.info/gnd/4029459-6,,,,
Kapitel,Chapter,,https://d-nb.info/gnd/4290552-7,,fabio:BookChapter,fabio:PrintObject,fabio:AnalogItem
Kapitulation,,Y,https://d-nb.info/gnd/4163287-4,,,,
Karikatur,Caricature,Y,https://d-nb.info/gnd/4029670-2,,,,
Karmeliter,Carmelites,Y,,,,,
Karte,Map,,https://d-nb.info/gnd/4029783-4,fabio:StillImage,,fabio:PrintObject,fabio:AnalogItem
Katalog,Catalog,Y,https://d-nb.info/gnd/4163417-2,fabio:Catalog,,fabio:AnalogManifestation,fabio:AnalogItem
Katalog / Bibliothekskatalog,Library Catalog,,https://d-nb.info/gnd/4163417-2+https://d-nb.info/gnd/4145270-7,fabio:LibraryCatalog,,fabio:AnalogManifestation,fabio:AnalogItem
Katalog 1851,Catalog,Y,https://d-nb.info/gnd/4163417-2,fabio:Catalog,,fabio:AnalogManifestation,fabio:AnalogItem
Katalog 1870,Catalog,Y,https://d-nb.info/gnd/4163417-2,fabio:Catalog,,fabio:AnalogManifestation,fabio:AnalogItem
Katalog 1881,Catalog,Y,https://d-nb.info/gnd/4163417-2,fabio:Catalog,,fabio:AnalogManifestation,fabio:AnalogItem
Katalogumschlag,Catalog Envelope,Y,https://d-nb.info/gnd/4349719-6+https://d-nb.info/gnd/4163417-2,fabio:LibraryCatalog,,fabio:AnalogManifestation,fabio:AnalogItem
Katechismus,Catechism,,https://d-nb.info/gnd/4131748-8,fabio:ReferenceWork,,fabio:PrintObject,fabio:AnalogItem
KEINSACHBEGRIFF,,,,,,,
Kinderbuch,Children's Book,,https://d-nb.info/gnd/4303251-5,,fabio:Book,fabio:PrintObject,fabio:AnalogItem
Kirchenlied,Church Songs,Y,https://d-nb.info/gnd/4120567-4,,,,
Kleidung,Clothes,Y,https://d-nb.info/gnd/4031011-5,,,,
Kleingerät,Small Appliances,Y,https://d-nb.info/gnd/4735621-2,,,,
Kleinplastik,Small Sculpture,Y,https://d-nb.info/gnd/4031095-4,,,,
Kochbuch,Recipe Book,Y,https://d-nb.info/gnd/4114240-8,,fabio:Book,fabio:PrintObject,fabio:AnalogItem
Kolportageliteratur,Colportage,Y,https://d-nb.info/gnd/4164740-3,,fabio:Book,fabio:PrintObject,fabio:AnalogItem
Kommentar,Commentary,,https://d-nb.info/gnd/4136710-8,,fabio:Comment,fabio:PrintObject,fabio:AnalogItem
Kommentar:,Commentary,,https://d-nb.info/gnd/4136710-8,,fabio:Comment,fabio:PrintObject,fabio:AnalogItem
Kommentar: hist.,Commentary,Y,https://d-nb.info/gnd/4136710-8,,fabio:Comment,fabio:PrintObject,fabio:AnalogItem
Kommentar: jur.,Commentary,Y,https://d-nb.info/gnd/4136710-8,,fabio:Comment,fabio:PrintObject,fabio:AnalogItem
Kommentar: lit.,Commentary,Y,https://d-nb.info/gnd/4136710-8,,fabio:Comment,fabio:PrintObject,fabio:AnalogItem
Kommentar: polit.,Commentary,Y,https://d-nb.info/gnd/4136710-8,,fabio:Comment,fabio:PrintObject,fabio:AnalogItem
Kommentar: theol.,Commentary,Y,https://d-nb.info/gnd/4136710-8,,fabio:Comment,fabio:PrintObject,fabio:AnalogItem
Kommentar:jur.,Commentary,Y,https://d-nb.info/gnd/4136710-8,,fabio:Comment,fabio:PrintObject,fabio:AnalogItem
Kommentar:lit.,Commentary,Y,https://d-nb.info/gnd/4136710-8,,fabio:Comment,fabio:PrintObject,fabio:AnalogItem
Komödie,Comedy,Y,https://d-nb.info/gnd/4031952-0,,,,
Konferenzband,Conference Proceedings,,,,fabio:ConferenceProceedings,fabio:PrintObject,fabio:AnalogItem
Konferenzbeitrag,Proceedings Paper,,,,fabio:ConferencePaper,fabio:PrintObject,fabio:AnalogItem
Kongress,Conference,,https://d-nb.info/gnd/4130470-6,fabio:MeetingReport,,fabio:PrintObject,fabio:AnalogItem
Konkordanz,Concordance,,https://d-nb.info/gnd/4165001-3,fabio:ReferenceWork,,,
Konsiliensammlung,Collection of Legal Opinion,,,fabio:LegalOpinion,,fabio:PrintObject,fabio:AnalogItem
Konsilium,Collection of Legal Opinion,,,fabio:LegalOpinion,,fabio:PrintObject,fabio:AnalogItem
Konvolut,Bundle of documents,,,fabio:WorkCollection,,fabio:PrintObject,fabio:AnalogItem
Kravatte,Cravats,Y,https://d-nb.info/gnd/4165544-8,,,,
Kriegsbericht,War Report,Y,https://d-nb.info/gnd/4033114-3 ++https://d-nb.info/gnd/4128022-2,fabio:Report,,fabio:PrintObject,fabio:AnalogItem
Kriegsbericht - 1806,War Report,Y,https://d-nb.info/gnd/4033114-3 ++https://d-nb.info/gnd/4128022-2,fabio:Report,,fabio:PrintObject,fabio:AnalogItem
Kriegsbericht - 1813,War Report,Y,https://d-nb.info/gnd/4033114-3 ++https://d-nb.info/gnd/4128022-2,fabio:Report,,fabio:PrintObject,fabio:AnalogItem
Kriegsbericht - 1864,War Report,Y,https://d-nb.info/gnd/4033114-3 ++https://d-nb.info/gnd/4128022-2,fabio:Report,,fabio:PrintObject,fabio:AnalogItem
Kriegsbericht - 1866,War Report,Y,https://d-nb.info/gnd/4033114-3 ++https://d-nb.info/gnd/4128022-2,fabio:Report,,fabio:PrintObject,fabio:AnalogItem
Kriegsbericht - 1870,War Report,Y,https://d-nb.info/gnd/4033114-3 ++https://d-nb.info/gnd/4128022-2,fabio:Report,,fabio:PrintObject,fabio:AnalogItem
Kriegsbericht - 1870-1871,War Report,Y,https://d-nb.info/gnd/4033114-3 ++https://d-nb.info/gnd/4128022-2,fabio:Report,,fabio:PrintObject,fabio:AnalogItem
Kriegsbericht - 1871,War Report,Y,https://d-nb.info/gnd/4033114-3 ++https://d-nb.info/gnd/4128022-2,fabio:Report,,fabio:PrintObject,fabio:AnalogItem
Kriegsbericht - 1889,War Report,Y,https://d-nb.info/gnd/4033114-3 ++https://d-nb.info/gnd/4128022-2,fabio:Report,,fabio:PrintObject,fabio:AnalogItem
Kriegschronik,War Chronicle,Y,https://d-nb.info/gnd/4033114-3 ++https://d-nb.info/gnd/4127914-1,,fabio:Entry,fabio:PrintObject,fabio:AnalogItem
Kriegschronik - 1870-1871,War Chronicle,Y,https://d-nb.info/gnd/4033114-3 ++https://d-nb.info/gnd/4127914-1,,fabio:Entry,fabio:PrintObject,fabio:AnalogItem
Kriegsdepesche,War Dispatch,Y,https://d-nb.info/gnd/4033114-3 ++http://d-nb.info/gnd/7671938-8,fabio:Report,,fabio:AnalogManifestation,fabio:AnalogItem
Kriegsdokument,War Document,Y,https://d-nb.info/gnd/4033114-3,,fabio:ArchivalDocument,fabio:AnalogManifestation,fabio:AnalogItem
Kriegsdokument - 1870-1871,War Document,Y,https://d-nb.info/gnd/4033114-3,,fabio:ArchivalDocument,fabio:AnalogManifestation,fabio:AnalogItem
Kriegserinnerungsstück,War Remembranch,Y,https://d-nb.info/gnd/4033114-3,fabio:Work,,fabio:PrintObject,fabio:AnalogItem
Kriegsfoto,War Photo,Y,https://d-nb.info/gnd/4033114-3,fabio:StillImage,,fabio:PrintObject,fabio:AnalogItem
Kriegsgebet,War Prayer,Y,https://d-nb.info/gnd/4033114-3 ++https://d-nb.info/gnd/4019514-4,,,,
Kriegsgedicht,War Poetry,,https://d-nb.info/gnd/4165697-0,fabio:Poem,,fabio:PrintObject,fabio:AnalogItem
Kriegsgedicht - 1806-1816,War Poetry,,https://d-nb.info/gnd/4165697-0,fabio:Poem,,fabio:PrintObject,fabio:AnalogItem
Kriegsgedicht - 1864,War Poetry,,https://d-nb.info/gnd/4165697-0,fabio:Poem,,fabio:PrintObject,fabio:AnalogItem
Kriegsgedicht - 1866,War Poetry,,https://d-nb.info/gnd/4165697-0,fabio:Poem,,fabio:PrintObject,fabio:AnalogItem
Kriegsgedicht - 1871,War Poetry,,https://d-nb.info/gnd/4165697-0,fabio:Poem,,fabio:PrintObject,fabio:AnalogItem
Kriegsillustration - 1848,War Illustration,,https://d-nb.info/gnd/4033114-3 ++https://d-nb.info/gnd/4123412-1,fabio:StillImage,,fabio:PrintObject,fabio:AnalogItem
Kriegskarte,War Map,Y,https://d-nb.info/gnd/4033114-3+https://d-nb.info/gnd/4029783-4,fabio:StillImage,,fabio:PrintObject,fabio:AnalogItem
Kriegskunde,Military Science,Y,https://d-nb.info/gnd/4169977-4,,,,
Kriegslied,War Song,Y,https://d-nb.info/gnd/4340923-4,fabio:Song,,,
Kriegslied - 1806-1816,War Song,Y,https://d-nb.info/gnd/4340923-4,fabio:Song,,,
Kriegslied - 1864,War Song,Y,https://d-nb.info/gnd/4340923-4,fabio:Song,,,
Kriegslied - 1866,War Song,Y,https://d-nb.info/gnd/4340923-4,fabio:Song,,,
Kriegstagebuch,War Diary,,https://d-nb.info/gnd/4033114-3 ++https://d-nb.info/gnd/4058900-6,,fabio:Diary,fabio:AnalogManifestation,fabio:AnalogItem
Kriegstagebuch - 1813,War Diary,,https://d-nb.info/gnd/4033114-3 ++https://d-nb.info/gnd/4058900-6,,fabio:Diary,fabio:AnalogManifestation,fabio:AnalogItem
Kriegstagebuch - 1864,War Diary,,https://d-nb.info/gnd/4033114-3 ++https://d-nb.info/gnd/4058900-6,,fabio:Diary,fabio:AnalogManifestation,fabio:AnalogItem
Kriegstagebuch - 1866,War Diary,,https://d-nb.info/gnd/4033114-3 ++https://d-nb.info/gnd/4058900-6,,fabio:Diary,fabio:AnalogManifestation,fabio:AnalogItem
Kriegstagebuch - 1870,War Diary,,https://d-nb.info/gnd/4033114-3 ++https://d-nb.info/gnd/4058900-6,,fabio:Diary,fabio:AnalogManifestation,fabio:AnalogItem
Kriegstagebuch - 1870-1871,War Diary,,https://d-nb.info/gnd/4033114-3 ++https://d-nb.info/gnd/4058900-6,,fabio:Diary,fabio:AnalogManifestation,fabio:AnalogItem
Kriegszeugnis,"Personal writings concerning war (letters, cards, interviews) concerning 1 person",,https://d-nb.info/gnd/4033114-3 ++https://d-nb.info/gnd/4067707-2,,fabio:ArchivalDocument,fabio:AnalogManifestation,fabio:AnalogItem
Kriegszeugnis - 1866,War Certificate,,https://d-nb.info/gnd/4033114-3 ++https://d-nb.info/gnd/4067707-2,,fabio:ArchivalDocument,fabio:AnalogManifestation,fabio:AnalogItem
Kunstführer,Art Guide,,https://d-nb.info/gnd/4166029-8,fabio:ReferenceWork,,fabio:PrintObject,fabio:AnalogItem
Kurzbericht,Short Report,Y,https://d-nb.info/gnd/4128022-2,,fabio:BriefReport,fabio:PrintObject,fabio:AnalogItem
Ladenbau,Shopfitting,Y,https://d-nb.info/gnd/4126246-3,,,,
Lageplan,Layout,,https://d-nb.info/gnd/4479659-6,fabio:StillImage,,fabio:PrintObject,fabio:AnalogItem
Lampen,Lamps,Y,https://d-nb.info/gnd/4723086-1,,,,
Landkarte,Map,Y,https://d-nb.info/gnd/4029783-4,fabio:StillImage,,fabio:PrintObject,fabio:AnalogItem
Landwirtschaft,Agriculture,Y,https://d-nb.info/gnd/4034402-2,,,,
Legende,Legend,,https://d-nb.info/gnd/4035028-9,,,fabio:PrintObject,deo:Legend + fabio:AnalogItem
Lehrbuch,Text Book,,https://d-nb.info/gnd/4123623-3,,fabio:TextBook,fabio:PrintObject,fabio:AnalogItem
Leichenpredigt,Funeral Sermon,Y,https://d-nb.info/gnd/4074117-5,,fabio:Book,fabio:PrintObject,fabio:AnalogItem
Leichenpredigtsammlung,Funeral Sermon Collection,,,fabio:WorkCollection,,fabio:PrintObject,fabio:AnalogItem
Lesebuch,Basal reader,,https://d-nb.info/gnd/4035435-0,,fabio:InstructionalBook,fabio:PrintObject,fabio:AnalogItem
letter,Letter,,https://d-nb.info/gnd/4167453-4,,fabio:Letter,fabio:AnalogManifestation,fabio:AnalogItem
Leuchten,Lamp,Y,https://d-nb.info/gnd/4479662-6,,,,
Leuchter,Lampstand,Y,https://d-nb.info/gnd/4035479-9,,,,
Leuchtreklame,Neon Signs,Y,https://d-nb.info/gnd/4066724-8,,,,
Lexikon,Dictionary,,https://d-nb.info/gnd/4035549-4,fabio:Vocabulary,,fabio:PrintObject,fabio:AnalogItem
Libretto,Text of an Opera,,https://d-nb.info/gnd/4035588-3,"fabio:MusicalComposition +
fabio:LiteraryWork",,fabio:PrintObject,fabio:AnalogItem
Lichtbild,Slide,,,fabio:StillImage,,fabio:PrintObject,fabio:AnalogItem
Lied,Song,,https://d-nb.info/gnd/4035669-3,fabio:Song,,fabio:PrintObject,fabio:AnalogItem
Lied / Kirchenlied,Church Song,,https://d-nb.info/gnd/4035669-3+https://d-nb.info/gnd/4120567-4,fabio:Song,,fabio:PrintObject,fabio:AnalogItem
Liedersammlung,Song Collection,,,fabio:Song,,fabio:PrintObject,fabio:AnalogItem
Lieferschein,Delivery Slip,,,,fabio:ArchivalDocument,fabio:AnalogManifestation,fabio:AnalogItem
lit.,Literature,,,,fabio:Book,fabio:PrintObject,fabio:AnalogItem
Literatur,Literature,,https://d-nb.info/gnd/4035964-5,,fabio:Book,fabio:PrintObject,fabio:AnalogItem
Literaturbericht,Literature Review,,https://d-nb.info/gnd/4167870-9,fabio:SystematicReview,,fabio:PrintObject,fabio:AnalogItem
Liturgisches Gerät,Liturgical Items,Y,https://d-nb.info/gnd/4030718-9,,,fabio:AnalogManifestation,fabio:AnalogItem
Luftwerbung,Aerial Advertising,Y+NF,https://d-nb.info/gnd/4212829-8,,,,
Lyrik,Poetry,,,fabio:Poem,,fabio:PrintObject,fabio:AnalogItem
Lyrik / Lied / Elegie / Ballade / Epigramm,Poetry,,https://d-nb.info/gnd/4035669-3+https://d-nb.info/gnd/4151713-1+https://d-nb.info/gnd/4004343-5+https://d-nb.info/gnd/4152507-3,,,,
Magisterarbeit,Master's Thesis,,https://d-nb.info/gnd/4168514-3,,fabio:Thesis,fabio:PrintObject,fabio:AnalogItem
Magnetismus,Magnetism,Y,https://d-nb.info/gnd/4037021-5,,,,
Makulatur,Wastepaper,Y+NF,https://d-nb.info/gnd/4566133-9,,,,
Malerei,Painting,,https://d-nb.info/gnd/4037220-0,fabio:StillImage,,fabio:AnalogManifestation,fabio:AnalogItem
Mandat,Mandate,,https://d-nb.info/gnd/4074523-5,,fabio:Book,fabio:AnalogManifestation,fabio:AnalogItem
manuscript,Manuscript,,,,fabio:Manuscript,fabio:AnalogManifestation,fabio:AnalogItem
map,Map,,https://d-nb.info/gnd/4128254-1,fabio:StillImage,,fabio:PrintObject,fabio:AnalogItem
Mappe,Portfolio,,https://d-nb.info/gnd/4555676-3,fabio:WorkCollection,,fabio:AnalogManifestation,fabio:AnalogItem
Märchen,Fairy Tales,Y,https://d-nb.info/gnd/4036910-9,,fabio:Book,fabio:PrintObject,fabio:AnalogItem
Märtyrerdrama,Martyr play,Y,https://d-nb.info/gnd/4168485-0,fabio:Play,,fabio:PrintObject,fabio:AnalogItem
Mathematik,Maths,Y,https://d-nb.info/gnd/4037944-9,,,,
Matrikel,Register,Y,https://d-nb.info/gnd/4131979-5,,,,
Mechanik,Mechanics,Y,https://d-nb.info/gnd/4038168-7,,,,
Medaille,Medal,Y,https://d-nb.info/gnd/4038206-0,,,,
Medaillen und Münzen,Medals and Coins,Y,https://d-nb.info/gnd/4038206-0+https://d-nb.info/gnd/4040629-5,,,,
Medizin,Medicine,Y,https://d-nb.info/gnd/4038243-6,,,,
MedizinTopographie,Topography,Y+NF,,,,,
